CodigoNacional;momento,Ts_Valor
230001;01-01-2024 00:00:00;19.7
230001;01-01-2024 01:00:00;19.3
230001;01-01-2024 02:00:00;18.7
230001;01-01-2024 03:00:00;18.5
230001;01-01-2024 04:00:00;18.3
230001;01-01-2024 05:00:00;18.2
230001;01-01-2024 06:00:00;18.5
230001;01-01-2024 07:00:00;18.6
230001;01-01-2024 08:00:00;18.4
230001;01-01-2024 09:00:00;18.3
230001;01-01-2024 10:00:00;18.6
230001;01-01-2024 11:00:00;18.7
230001;01-01-2024 12:00:00;19.4
230001;01-01-2024 13:00:00;20.0
230001;01-01-2024 14:00:00;20.4
230001;01-01-2024 15:00:00;21.0
230001;01-01-2024 16:00:00;21.4
230001;01-01-2024 17:00:00;21.4
230001;01-01-2024 18:00:00;21.4
230001;01-01-2024 19:00:00;21.7
230001;01-01-2024 20:00:00;21.5
230001;01-01-2024 21:00:00;21.1
230001;01-01-2024 22:00:00;20.8
230001;01-01-2024 23:00:00;20.1
230001;02-01-2024 00:00:00;19.4
230001;02-01-2024 01:00:00;19.3
230001;02-01-2024 02:00:00;19.2
230001;02-01-2024 03:00:00;19.2
230001;02-01-2024 04:00:00;19.2
230001;02-01-2024 05:00:00;19.1
230001;02-01-2024 06:00:00;18.9
230001;02-01-2024 07:00:00;18.8
230001;02-01-2024 08:00:00;19.0
230001;02-01-2024 09:00:00;19.0
230001;02-01-2024 10:00:00;19.0
230001;02-01-2024 11:00:00;19.1
230001;02-01-2024 12:00:00;19.6
230001;02-01-2024 13:00:00;20.0
230001;02-01-2024 14:00:00;20.6
230001;02-01-2024 14:15:00;20.4
230001;02-01-2024 15:00:00;21.1
230001;02-01-2024 16:00:00;21.3
230001;02-01-2024 17:00:00;21.3
230001;02-01-2024 18:00:00;21.1
230001;02-01-2024 19:00:00;21.0
230001;02-01-2024 20:00:00;20.6
230001;02-01-2024 21:00:00;20.3
230001;02-01-2024 22:00:00;19.8
230001;02-01-2024 23:00:00;19.4
230001;03-01-2024 00:00:00;19.5
230001;03-01-2024 01:00:00;19.3
230001;03-01-2024 02:00:00;19.2
230001;03-01-2024 03:00:00;19.2
230001;03-01-2024 04:00:00;19.2
230001;03-01-2024 05:00:00;19.6
230001;03-01-2024 06:00:00;19.5
230001;03-01-2024 07:00:00;19.6
230001;03-01-2024 08:00:00;19.6
230001;03-01-2024 09:00:00;19.4
230001;03-01-2024 10:00:00;18.4
230001;03-01-2024 11:00:00;18.9
230001;03-01-2024 12:00:00;20.0
230001;03-01-2024 13:00:00;20.7
230001;03-01-2024 14:00:00;20.8
230001;03-01-2024 15:00:00;21.3
230001;03-01-2024 16:00:00;21.5
230001;03-01-2024 17:00:00;21.9
230001;03-01-2024 18:00:00;22.3
230001;03-01-2024 19:00:00;21.4
230001;03-01-2024 20:00:00;21.0
230001;03-01-2024 21:00:00;20.7
230001;03-01-2024 22:00:00;20.8
230001;03-01-2024 23:00:00;19.9
230001;04-01-2024 00:00:00;19.6
230001;04-01-2024 01:00:00;19.5
230001;04-01-2024 02:00:00;19.2
230001;04-01-2024 03:00:00;19.2
230001;04-01-2024 04:00:00;19.1
230001;04-01-2024 05:00:00;19.0
230001;04-01-2024 06:00:00;19.1
230001;04-01-2024 07:00:00;19.2
230001;04-01-2024 08:00:00;19.0
230001;04-01-2024 09:00:00;19.0
230001;04-01-2024 10:00:00;18.8
230001;04-01-2024 11:00:00;18.8
230001;04-01-2024 12:00:00;19.4
230001;04-01-2024 13:00:00;20.2
230001;04-01-2024 14:00:00;21.3
230001;04-01-2024 15:00:00;21.9
230001;04-01-2024 16:00:00;21.7
230001;04-01-2024 17:00:00;21.4
230001;04-01-2024 18:00:00;21.8
230001;04-01-2024 19:00:00;21.5
230001;04-01-2024 20:00:00;21.4
230001;04-01-2024 21:00:00;21.4
230001;04-01-2024 22:00:00;21.5
230001;04-01-2024 23:00:00;20.6
230001;05-01-2024 00:00:00;20.2
230001;05-01-2024 01:00:00;20.0
230001;05-01-2024 02:00:00;20.0
230001;05-01-2024 03:00:00;19.8
230001;05-01-2024 04:00:00;19.6
230001;05-01-2024 05:00:00;19.1
230001;05-01-2024 06:00:00;18.8
230001;05-01-2024 07:00:00;17.9
230001;05-01-2024 08:00:00;18.8
230001;05-01-2024 09:00:00;19.1
230001;05-01-2024 10:00:00;18.9
230001;05-01-2024 11:00:00;19.2
230001;05-01-2024 12:00:00;20.0
230001;05-01-2024 13:00:00;20.1
230001;05-01-2024 14:00:00;21.2
230001;05-01-2024 15:00:00;21.9
230001;05-01-2024 16:00:00;22.1
230001;05-01-2024 17:00:00;21.9
230001;05-01-2024 18:00:00;21.9
230001;05-01-2024 19:00:00;21.8
230001;05-01-2024 20:00:00;21.9
230001;05-01-2024 21:00:00;21.5
230001;05-01-2024 22:00:00;21.4
230001;05-01-2024 23:00:00;20.9
230001;05-01-2024 23:35:00;20.6
230001;06-01-2024 00:00:00;20.5
230001;06-01-2024 01:00:00;20.2
230001;06-01-2024 02:00:00;20.0
230001;06-01-2024 03:00:00;19.8
230001;06-01-2024 04:00:00;19.6
230001;06-01-2024 05:00:00;19.6
230001;06-01-2024 06:00:00;19.6
230001;06-01-2024 07:00:00;19.7
230001;06-01-2024 08:00:00;19.7
230001;06-01-2024 09:00:00;19.7
230001;06-01-2024 10:00:00;19.8
230001;06-01-2024 11:00:00;20.2
230001;06-01-2024 12:00:00;20.2
230001;06-01-2024 13:00:00;21.3
230001;06-01-2024 14:00:00;21.7
230001;06-01-2024 15:00:00;21.8
230001;06-01-2024 16:00:00;22.1
230001;06-01-2024 17:00:00;22.0
230001;06-01-2024 18:00:00;22.1
230001;06-01-2024 19:00:00;22.5
230001;06-01-2024 20:00:00;22.2
230001;06-01-2024 21:00:00;21.6
230001;06-01-2024 22:00:00;21.5
230001;06-01-2024 23:00:00;20.8
230001;07-01-2024 00:00:00;20.2
230001;07-01-2024 01:00:00;20.0
230001;07-01-2024 02:00:00;19.8
230001;07-01-2024 03:00:00;19.2
230001;07-01-2024 04:00:00;19.2
230001;07-01-2024 05:00:00;18.9
230001;07-01-2024 06:00:00;18.8
230001;07-01-2024 07:00:00;19.3
230001;07-01-2024 08:00:00;19.2
230001;07-01-2024 09:00:00;19.1
230001;07-01-2024 10:00:00;19.2
230001;07-01-2024 11:00:00;18.7
230001;07-01-2024 12:00:00;19.4
230001;07-01-2024 13:00:00;20.1
230001;07-01-2024 14:00:00;20.5
230001;07-01-2024 15:00:00;21.4
230001;07-01-2024 16:00:00;21.4
230001;07-01-2024 17:00:00;21.8
230001;07-01-2024 18:00:00;22.0
230001;07-01-2024 19:00:00;21.7
230001;07-01-2024 20:00:00;22.2
230001;07-01-2024 21:00:00;21.2
230001;07-01-2024 22:00:00;20.8
230001;07-01-2024 23:00:00;20.3
230001;08-01-2024 00:00:00;20.0
230001;08-01-2024 01:00:00;19.6
230001;08-01-2024 02:00:00;19.4
230001;08-01-2024 03:00:00;19.8
230001;08-01-2024 04:00:00;19.5
230001;08-01-2024 05:00:00;19.3
230001;08-01-2024 06:00:00;19.6
230001;08-01-2024 07:00:00;19.6
230001;08-01-2024 08:00:00;19.7
230001;08-01-2024 09:00:00;19.7
230001;08-01-2024 10:00:00;19.8
230001;08-01-2024 11:00:00;19.9
230001;08-01-2024 12:00:00;20.3
230001;08-01-2024 13:00:00;20.5
230001;08-01-2024 14:00:00;22.4
230001;08-01-2024 15:00:00;22.9
230001;08-01-2024 16:00:00;22.8
230001;08-01-2024 16:43:00;24.6
230001;08-01-2024 17:00:00;24.9
230001;08-01-2024 18:00:00;22.7
230001;08-01-2024 19:00:00;22.2
230001;08-01-2024 20:00:00;22.1
230001;08-01-2024 21:00:00;21.6
230001;08-01-2024 22:00:00;20.9
230001;08-01-2024 23:00:00;20.5
230001;09-01-2024 00:00:00;20.4
230001;09-01-2024 01:00:00;20.2
230001;09-01-2024 02:00:00;19.9
230001;09-01-2024 03:00:00;19.6
230001;09-01-2024 04:00:00;19.3
230001;09-01-2024 05:00:00;19.1
230001;09-01-2024 06:00:00;19.5
230001;09-01-2024 07:00:00;19.6
230001;09-01-2024 08:00:00;18.9
230001;09-01-2024 09:00:00;18.5
230001;09-01-2024 10:00:00;18.7
230001;09-01-2024 11:00:00;18.9
230001;09-01-2024 12:00:00;19.9
230001;09-01-2024 13:00:00;20.9
230001;09-01-2024 14:00:00;21.7
230001;09-01-2024 15:00:00;21.9
230001;09-01-2024 16:00:00;22.1
230001;09-01-2024 17:00:00;22.3
230001;09-01-2024 18:00:00;22.9
230001;09-01-2024 19:00:00;22.9
230001;09-01-2024 20:00:00;22.2
230001;09-01-2024 21:00:00;21.8
230001;09-01-2024 22:00:00;21.5
230001;09-01-2024 23:00:00;20.9
230001;10-01-2024 00:00:00;20.5
230001;10-01-2024 01:00:00;20.2
230001;10-01-2024 02:00:00;20.3
230001;10-01-2024 02:28:00;20.4
230001;10-01-2024 03:00:00;20.2
230001;10-01-2024 04:00:00;20.2
230001;10-01-2024 05:00:00;19.8
230001;10-01-2024 06:00:00;20.0
230001;10-01-2024 07:00:00;20.1
230001;10-01-2024 08:00:00;20.1
230001;10-01-2024 09:00:00;20.2
230001;10-01-2024 09:23:00;20.2
230001;10-01-2024 10:00:00;20.2
230001;10-01-2024 11:00:00;20.2
230001;10-01-2024 11:18:00;20.3
230001;10-01-2024 12:00:00;20.5
230001;10-01-2024 12:42:00;21.3
230001;10-01-2024 13:00:00;21.4
230001;10-01-2024 14:00:00;21.4
230001;10-01-2024 15:00:00;22.1
230001;10-01-2024 16:00:00;22.0
230001;10-01-2024 17:00:00;22.0
230001;10-01-2024 18:00:00;22.4
230001;10-01-2024 19:00:00;22.0
230001;10-01-2024 20:00:00;21.9
230001;10-01-2024 21:00:00;21.2
230001;10-01-2024 22:00:00;20.9
230001;10-01-2024 23:00:00;20.2
230001;11-01-2024 00:00:00;19.6
230001;11-01-2024 01:00:00;19.9
230001;11-01-2024 02:00:00;19.7
230001;11-01-2024 03:00:00;19.9
230001;11-01-2024 04:00:00;20.0
230001;11-01-2024 05:00:00;19.9
230001;11-01-2024 06:00:00;19.8
230001;11-01-2024 07:00:00;19.7
230001;11-01-2024 08:00:00;19.6
230001;11-01-2024 09:00:00;19.5
230001;11-01-2024 10:00:00;19.2
